Subject,Predicate,Object,Evidence
a(CHEBI:3732 ! clarithromycin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Clarithromycin inhibits SARS-CoV-2.
a(CHEBI:18308 ! "acrylic acid"),decreases,bp(MESH:D013577 ! Syndrome),Acrylic acid inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:6443 ! levonorgestrel),decreases,a(TEXT:"Zika Virus"),Levonorgestrel inhibits Zika Virus.
a(CHEBI:49000 ! 2-phenylethanol),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),2-phenylethanol inhibits SARS Virus.
p(PFAM:PF00702 ! hydrolase),decreases,bp(MESH:D013577 ! Syndrome),* (hydrolase) inhibitor inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:27899 ! cisplatin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Cisplatin inhibits SARS Virus.
a(CHEBI:27899 ! cisplatin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Cisplatin inhibits SARS-CoV-2.
a(CHEBI:50385 ! hemin),decreases,a(TEXT:"Zika Virus"),Hemin inhibits Zika Virus.
a(CHEBI:50385 ! hemin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Hemin inhibits SARS-CoV-2.
a(CHEBI:40237 ! sitagliptin),decreases,bp(MESH:D013577 ! Syndrome),Sitagliptin inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:40237 ! sitagliptin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Sitagliptin inhibits SARS-CoV-2.
a(CHEBI:50182 ! "3,3'-diindolylmethane"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),3,3'-diindolylmethane inhibits SARS Virus.
a(CHEBI:73468 ! masoprocol),decreases,a(TEXT:"Zika Virus"),Masoprocol inhibits Zika Virus.
a(CHEBI:63610 ! misoprostol),decreases,a(TEXT:"Zika Virus"),Misoprostol inhibits Zika Virus.
a(CHEBI:4042 ! cypermethrin),decreases,a(TEXT:"Zika Virus"),Cypermethrin inhibits Zika Virus.
a(CHEBI:9437 ! temoporfin),decreases,a(TEXT:"Zika Virus"),Temoporfin inhibits Zika Virus.
a(CHEBI:28368 ! novobiocin),decreases,a(TEXT:"Zika Virus"),Novobiocin inhibits Zika Virus.
a(TEXT:Infliximab),decreases,bp(MESH:D013577 ! Syndrome),Infliximab inhibits Middle East Respiratory Syndrome Coronavirus.
a(TEXT:Infliximab),decreases,a(TEXT:"Zika Virus"),Infliximab inhibits Zika Virus.
a(TEXT:Infliximab),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Infliximab inhibits SARS-CoV-2.
a(CHEBI:66919 ! ruxolitinib),decreases,a(TEXT:"Zika Virus"),Ruxolitinib inhibits Zika Virus.
a(CHEBI:66919 ! ruxolitinib),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ruxolitinib inhibits SARS-CoV-2.
a(CHEBI:66919 ! ruxolitinib),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Ruxolitinib inhibits SARS Virus.
a(CHEBI:64310 ! crizotinib),decreases,a(TEXT:"Zika Virus"),Crizotinib inhibits Zika Virus.
a(CHEBI:77181 ! "crystal violet cation"),decreases,bp(MESH:D013577 ! Syndrome),Crystal violet cation inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:77181 ! "crystal violet cation"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Crystal violet cation inhibits SARS-CoV-2.
a(CHEBI:50663 ! zanamivir),decreases,bp(MESH:D013577 ! Syndrome),Zanamivir inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:50663 ! zanamivir),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Zanamivir inhibits SARS Virus.
a(CHEBI:50663 ! zanamivir),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Zanamivir inhibits SARS-CoV-2.
a(CHEBI:40279 ! allopurinol),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Allopurinol inhibits SARS Virus.
a(CHEBI:17154 ! nicotinamide),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Nicotinamide inhibits SARS Virus.
a(CHEBI:17154 ! nicotinamide),decreases,bp(MESH:D013577 ! Syndrome),Nicotinamide inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:17154 ! nicotinamide),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Nicotinamide inhibits SARS-CoV-2.
a(TEXT:Topiroxostat),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Topiroxostat inhibits SARS Virus.
a(CHEBI:35634 ! "EC 1.17.3.2 (xanthine oxidase) inhibitor"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),EC 1.17.3.2 (xanthine oxidase) inhibitor inhibits SARS Virus.
a(CHEBI:55438 ! "Ile(5)-angiotensin II (1-7)"),decreases,a(TEXT:"Zika Virus"),Ile(5)-angiotensin II (1-7) inhibits Zika Virus.
a(CHEBI:55438 ! "Ile(5)-angiotensin II (1-7)"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Ile(5)-angiotensin II (1-7) inhibits SARS Virus.
a(CHEBI:55438 ! "Ile(5)-angiotensin II (1-7)"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ile(5)-angiotensin II (1-7) inhibits SARS-CoV-2.
a(CHEBI:6472 ! lincomycin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Lincomycin inhibits SARS Virus.
a(CHEBI:171741 ! cerulenin),decreases,a(TEXT:"Zika Virus"),Cerulenin inhibits Zika Virus.
a(CHEBI:7915 ! pantoprazole),decreases,bp(MESH:D013577 ! Syndrome),Pantoprazole inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:7915 ! pantoprazole),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Pantoprazole inhibits SARS-CoV-2.
a(CHEBI:50777 ! etonogestrel),decreases,a(TEXT:"Zika Virus"),Etonogestrel inhibits Zika Virus.
a(CHEBI:42567 ! fisetin),decreases,a(TEXT:"Zika Virus"),Fisetin inhibits Zika Virus.
a(CHEBI:42567 ! fisetin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Fisetin inhibits SARS-CoV-2.
a(CHEBI:4659 ! disulfiram),decreases,bp(MESH:D013577 ! Syndrome),Disulfiram inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:4659 ! disulfiram),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Disulfiram inhibits SARS Virus.
a(CHEBI:4659 ! disulfiram),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Disulfiram inhibits SARS-CoV-2.
a(CHEBI:9555 ! tioguanine),decreases,bp(MESH:D013577 ! Syndrome),Tioguanine inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:9555 ! tioguanine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Tioguanine inhibits SARS Virus.
a(CHEBI:9555 ! tioguanine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Tioguanine inhibits SARS-CoV-2.
a(CHEBI:6067 ! isotretinoin),decreases,a(TEXT:"Zika Virus"),Isotretinoin inhibits Zika Virus.
a(CHEBI:6067 ! isotretinoin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Isotretinoin inhibits SARS-CoV-2.
a(CHEBI:6067 ! isotretinoin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Isotretinoin inhibits SARS Virus.
a(CHEBI:9144 ! silibinin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Silibinin inhibits SARS Virus.
a(CHEBI:9144 ! silibinin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Silibinin inhibits SARS-CoV-2.
a(CHEBI:204928 ! cefotaxime),decreases,bp(MESH:D013577 ! Syndrome),Cefotaxime inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:28864 ! tobramycin),decreases,bp(MESH:D013577 ! Syndrome),Tobramycin inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:22689 ! "bafilomycin A1"),decreases,a(TEXT:"Zika Virus"),Bafilomycin A1 inhibits Zika Virus.
a(CHEBI:22689 ! "bafilomycin A1"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Bafilomycin A1 inhibits SARS Virus.
a(CHEBI:22689 ! "bafilomycin A1"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Bafilomycin A1 inhibits SARS-CoV-2.
a(CHEBI:22689 ! "bafilomycin A1"),decreases,bp(MESH:D006505 ! Hepatitis),Bafilomycin A1 inhibits Murine hepatitis virus.
a(CHEBI:29034 ! "iron(3+)"),decreases,bp(MESH:D013577 ! Syndrome),Iron(3+) inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:6872 ! "methylene blue"),decreases,bp(MESH:D013577 ! Syndrome),Methylene blue inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:6872 ! "methylene blue"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Methylene blue inhibits SARS Virus.
a(CHEBI:6872 ! "methylene blue"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Methylene blue inhibits SARS-CoV-2.
a(CHEBI:175901 ! gemcitabine),decreases,bp(MESH:D013577 ! Syndrome),Gemcitabine inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:175901 ! gemcitabine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Gemcitabine inhibits SARS-CoV-2.
a(PUBCHEM:10302451 ! 10302451),decreases,bp(MESH:D013577 ! Syndrome),Saracatinib inhibits Middle East Respiratory Syndrome Coronavirus.
a(TEXT:Galidesivir),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Galidesivir inhibits Rift Valley fever virus.
a(TEXT:Galidesivir),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Galidesivir inhibits SARS-CoV-2.
a(TEXT:Galidesivir),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Galidesivir inhibits SARS Virus.
a(TEXT:Galidesivir),decreases,a(TEXT:"Zika Virus"),Galidesivir inhibits Zika Virus.
a(CHEBI:63638 ! vigabatrin),decreases,a(TEXT:"Zika Virus"),Vigabatrin inhibits Zika Virus.
a(CHEBI:22256 ! "adenosine phosphate"),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Adenosine phosphate inhibits Rift Valley fever virus.
a(CHEBI:22256 ! "adenosine phosphate"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Adenosine phosphate inhibits SARS-CoV-2.
a(CHEBI:14973 ! pyrazole),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Pyrazole inhibits SARS Virus.
a(CHEBI:17578 ! toluene),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Toluene inhibits Rift Valley fever virus.
a(CHEBI:17578 ! toluene),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Toluene inhibits SARS-CoV-2.
a(CHEBI:36706 ! resiquimod),decreases,a(TEXT:"Zika Virus"),Resiquimod inhibits Zika Virus.
a(CHEBI:3093 ! bifenthrin),decreases,a(TEXT:"Zika Virus"),Bifenthrin inhibits Zika Virus.
a(CHEBI:41423 ! celecoxib),decreases,a(TEXT:"Zika Virus"),Celecoxib inhibits Zika Virus.
a(CHEBI:41423 ! celecoxib),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Celecoxib inhibits SARS-CoV-2.
a(CHEBI:33167 ! "sodium iodide"),decreases,bp(MESH:D013577 ! Syndrome),Sodium iodide inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:3387 ! carbamazepine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Carbamazepine inhibits SARS Virus.
a(CHEBI:6367 ! lamotrigine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Lamotrigine inhibits SARS Virus.
a(CHEBI:6367 ! lamotrigine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Lamotrigine inhibits SARS-CoV-2.
a(CHEBI:6437 ! levetiracetam),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Levetiracetam inhibits SARS Virus.
a(CHEBI:6437 ! levetiracetam),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Levetiracetam inhibits SARS-CoV-2.
a(CHEBI:7824 ! oxcarbazepine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Oxcarbazepine inhibits SARS Virus.
a(CHEBI:63631 ! topiramate),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Topiramate inhibits SARS Virus.
a(CHEBI:15843 ! "arachidonic acid"),decreases,bp(MESH:D013577 ! Syndrome),Arachidonic Acid inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:15843 ! "arachidonic acid"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Arachidonic Acid inhibits SARS Virus.
a(CHEBI:15843 ! "arachidonic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Arachidonic Acid inhibits SARS-CoV-2.
a(CHEBI:50729 ! mitoxantrone),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Mitoxantrone inhibits Rift Valley fever virus.
a(CHEBI:50729 ! mitoxantrone),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Mitoxantrone inhibits SARS-CoV-2.
a(CHEBI:27617 ! "monensin A"),decreases,bp(MESH:D013577 ! Syndrome),Monensin A inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:27617 ! "monensin A"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Monensin A inhibits SARS Virus.
a(CHEBI:27617 ! "monensin A"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Monensin A inhibits SARS-CoV-2.
a(CHEBI:27617 ! "monensin A"),decreases,a(TEXT:"Nipah Virus"),Monensin A inhibits Nipah Virus.
a(CHEBI:27617 ! "monensin A"),decreases,bp(MESH:D006505 ! Hepatitis),Monensin A inhibits Murine hepatitis virus.
a(CHEBI:71416 ! phenazopyridine),decreases,bp(MESH:D013577 ! Syndrome),Phenazopyridine inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:8687 ! pyrvinium),decreases,bp(MESH:D013577 ! Syndrome),Pyrvinium inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:16347 ! "(R)-carnitine"),decreases,bp(MESH:D013577 ! Syndrome),(R)-carnitine inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:3558 ! cerivastatin),decreases,a(TEXT:"Zika Virus"),Cerivastatin inhibits Zika Virus.
a(CHEBI:38561 ! fluvastatin),decreases,a(TEXT:"Zika Virus"),Fluvastatin inhibits Zika Virus.
a(CHEBI:38561 ! fluvastatin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Fluvastatin inhibits SARS-CoV-2.
a(CHEBI:40303 ! lovastatin),decreases,a(TEXT:"Zika Virus"),Lovastatin inhibits Zika Virus.
a(CHEBI:40303 ! lovastatin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Lovastatin inhibits SARS-CoV-2.
a(CHEBI:34848 ! mevastatin),decreases,a(TEXT:"Zika Virus"),Mevastatin inhibits Zika Virus.
a(CHEBI:9150 ! simvastatin),decreases,a(TEXT:"Zika Virus"),Simvastatin inhibits Zika Virus.
a(CHEBI:9150 ! simvastatin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Simvastatin inhibits SARS-CoV-2.
a(CHEBI:3348 ! "Candesartan cilexetil"),decreases,a(TEXT:"Zika Virus"),Candesartan cilexetil inhibits Zika Virus.
a(CHEBI:28125 ! "all-cis-docosa-4,7,10,13,16,19-hexaenoic acid"),decreases,a(TEXT:"Zika Virus"),All-cis-docosa-4,7,10,13,16,19-hexaenoic acid inhibits Zika Virus.
a(CHEBI:28125 ! "all-cis-docosa-4,7,10,13,16,19-hexaenoic acid"),decreases,bp(MESH:D013577 ! Syndrome),All-cis-docosa-4,7,10,13,16,19-hexaenoic acid inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:28125 ! "all-cis-docosa-4,7,10,13,16,19-hexaenoic acid"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),All-cis-docosa-4,7,10,13,16,19-hexaenoic acid inhibits SARS Virus.
a(CHEBI:28125 ! "all-cis-docosa-4,7,10,13,16,19-hexaenoic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),All-cis-docosa-4,7,10,13,16,19-hexaenoic acid inhibits SARS-CoV-2.
a(CHEBI:2676 ! amoxicillin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Amoxicillin inhibits SARS Virus.
a(CHEBI:2676 ! amoxicillin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Amoxicillin inhibits SARS-CoV-2.
a(CHEBI:50202 ! naringenin),decreases,a(TEXT:"Zika Virus"),Naringenin inhibits Zika Virus.
a(CHEBI:50202 ! naringenin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Naringenin inhibits SARS-CoV-2.
a(CHEBI:16382 ! iodide),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Iodide inhibits SARS Virus.
a(CHEBI:16382 ! iodide),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Iodide inhibits SARS-CoV-2.
a(CHEBI:51246 ! propidium),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Propidium inhibits SARS Virus.
a(CHEBI:9937 ! vasopressin),decreases,bp(MESH:D013577 ! Syndrome),Vasopressin inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:64318 ! ergotamine),decreases,a(TEXT:"Zika Virus"),Ergotamine inhibits Zika Virus.
a(CHEBI:64318 ! ergotamine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ergotamine inhibits SARS-CoV-2.
a(CHEBI:36560 ! "zinc oxide"),decreases,a(TEXT:"Zika Virus"),Zinc oxide inhibits Zika Virus.
a(CHEBI:36560 ! "zinc oxide"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Zinc oxide inhibits SARS-CoV-2.
a(CHEBI:3392 ! carbendazim),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Carbendazim inhibits SARS Virus.
a(CHEBI:68352 ! "quercetin 3-O-beta-D-glucopyranoside"),decreases,a(TEXT:"Zika Virus"),Quercetin 3-O-beta-D-glucopyranoside inhibits Zika Virus.
a(CHEBI:42098 ! digoxigenin),decreases,a(TEXT:"Zika Virus"),Digoxigenin inhibits Zika Virus.
a(CHEBI:94686 ! orlistat),decreases,a(TEXT:"Zika Virus"),Orlistat inhibits Zika Virus.
a(CHEBI:94686 ! orlistat),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Orlistat inhibits SARS-CoV-2.
a(CHEBI:50629 ! "cyclooxygenase 2 inhibitor"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Cyclooxygenase 2 inhibitor inhibits SARS-CoV-2.
a(CHEBI:2376 ! acarbose),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Acarbose inhibits SARS Virus.
a(CHEBI:82701 ! idelalisib),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Idelalisib inhibits SARS Virus.
a(CHEBI:18406 ! "AICA ribonucleotide"),decreases,a(TEXT:"Zika Virus"),AICA ribonucleotide inhibits Zika Virus.
a(CHEBI:6801 ! metformin),decreases,a(TEXT:"Zika Virus"),Metformin inhibits Zika Virus.
a(CHEBI:6801 ! metformin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Metformin inhibits SARS-CoV-2.
a(CHEBI:6541 ! losartan),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Losartan inhibits SARS Virus.
a(CHEBI:6541 ! losartan),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Losartan inhibits SARS-CoV-2.
a(CHEBI:63621 ! saquinavir),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Saquinavir inhibits SARS-CoV-2.
a(CHEBI:63621 ! saquinavir),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Saquinavir inhibits SARS Virus.
a(CHEBI:28088 ! genistein),decreases,a(TEXT:"Zika Virus"),Genistein inhibits Zika Virus.
a(CHEBI:28088 ! genistein),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Genistein inhibits SARS-CoV-2.
a(CHEBI:16000 ! ethanolamine),decreases,bp(MESH:D013577 ! Syndrome),Ethanolamine inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:16000 ! ethanolamine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ethanolamine inhibits SARS-CoV-2.
a(CHEBI:3614 ! chlorhexidine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Chlorhexidine inhibits SARS-CoV-2.
a(CHEBI:3614 ! chlorhexidine),decreases,bp(MESH:D013577 ! Syndrome),Chlorhexidine inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:4670 ! dobutamine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Dobutamine inhibits SARS-CoV-2.
a(CHEBI:68478 ! everolimus),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Everolimus inhibits SARS-CoV-2.
a(CHEBI:60802 ! ropivacaine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ropivacaine inhibits SARS-CoV-2.
a(TEXT:"Silver(0)"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Silver(0) inhibits SARS-CoV-2.
a(CHEBI:63624 ! telbivudine),decreases,bp(MESH:D013577 ! Syndrome),Telbivudine inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:63624 ! telbivudine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Telbivudine inhibits SARS Virus.
a(CHEBI:63624 ! telbivudine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Telbivudine inhibits SARS-CoV-2.
a(CHEBI:6909 ! metronidazole),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Metronidazole inhibits SARS-CoV-2.
a(CHEBI:6809 ! methamphetamine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Methamphetamine inhibits SARS-CoV-2.
a(CHEBI:35523 ! "bronchodilator agent"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Bronchodilator agent inhibits SARS-CoV-2.
a(CHEBI:85188 ! paritaprevir),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Paritaprevir inhibits SARS-CoV-2.
a(CHEBI:85188 ! paritaprevir),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Paritaprevir inhibits SARS Virus.
a(CHEBI:5132 ! flutamide),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Flutamide inhibits SARS-CoV-2.
a(CHEBI:31441 ! "fluticasone propionate"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Fluticasone propionate inhibits SARS-CoV-2.
a(CHEBI:44445 ! nimesulide),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Nimesulide inhibits SARS-CoV-2.
a(CHEBI:45979 ! thiabendazole),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Thiabendazole inhibits SARS-CoV-2.
a(CHEBI:35255 ! chloroform),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Chloroform inhibits SARS-CoV-2.
a(CHEBI:7735 ! olanzapine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Olanzapine inhibits SARS-CoV-2.
a(CHEBI:69478 ! cannabidiol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Cannabidiol inhibits SARS-CoV-2.
a(CHEBI:72291 ! cobicistat),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Cobicistat inhibits SARS-CoV-2.
a(CHEBI:31638 ! fulvestrant),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Fulvestrant inhibits SARS-CoV-2.
a(TEXT:Panax),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Panax inhibits SARS-CoV-2.
a(CHEBI:52010 ! chlorphenamine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Chlorphenamine inhibits SARS-CoV-2.
a(CHEBI:4470 ! dextromethorphan),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Dextromethorphan inhibits SARS-CoV-2.
a(CHEBI:4638 ! diphenidol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Diphenidol inhibits SARS-CoV-2.
a(CHEBI:15854 ! quinine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Quinine inhibits SARS-CoV-2.
a(CHEBI:10093 ! yohimbine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Yohimbine inhibits SARS-CoV-2.
a(CHEBI:134714 ! sacubitril),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Sacubitril inhibits SARS-CoV-2.
a(CHEBI:9927 ! valsartan),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Valsartan inhibits SARS-CoV-2.
a(CHEBI:44423 ! hydroxyurea),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Hydroxyurea inhibits SARS-CoV-2.
a(TEXT:Adalimumab),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Adalimumab inhibits SARS-CoV-2.
a(CHEBI:18208 ! benzylpenicillin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Benzylpenicillin inhibits SARS-CoV-2.
a(CHEBI:174690 ! clenbuterol),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Clenbuterol inhibits SARS Virus.
a(CHEBI:27656 ! camptothecin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Camptothecin inhibits SARS-CoV-2.
a(CHEBI:15346 ! "coenzyme A"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Coenzyme A inhibits SARS-CoV-2.
a(CHEBI:24040 ! "flavin adenine dinucleotide"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Flavin adenine dinucleotide inhibits SARS-CoV-2.
a(CHEBI:44032 ! indinavir),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Indinavir inhibits SARS-CoV-2.
a(CHEBI:18067 ! phylloquinone),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Phylloquinone inhibits SARS-CoV-2.
a(CHEBI:68579 ! rivaroxaban),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Rivaroxaban inhibits SARS-CoV-2.
a(CHEBI:65347 ! carfilzomib),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Carfilzomib inhibits SARS-CoV-2.
